DTXSID_combined,Formula,Mass,Name,NumSpectra
DTXSID1032640,C20H19NO3,321.13649,Pyriproxyfen (Pyriproxifen),3.0
DTXSID1032642,C14H17N5O7S2,431.05694,Rimsulfuron,3.0
DTXSID1032648,C10H9Cl4O4P,363.89926,Tetrachlorvinphos (Dietreen T),3.0
DTXSID1032690,C22H17ClF3N3O7,527.07071,Indoxacarb,3.0
DTXSID1033161,C7H14N2O3S,206.07251,Aldicarb sulfoxide (Aldicarb sulphoxide),3.0
DTXSID10332526,C11H15NO,177.11536,Ethylcathinone (Ethcathinone),3.0
DTXSID1033664,C20H30O2,302.22458,Methyltestosterone,3.0
DTXSID1034187,C26H29NO,371.22491,Tamoxifen,3.0
DTXSID1034212,C18H35NO2,297.26678,Spiroxamine,3.0
DTXSID1034634,C12H10ClN3O,247.05124,Forchlorfenuron,3.0
DTXSID1034929,C23H30O4,370.21441,Spiromesifen,3.0
DTXSID1034973,C20H27NO3,329.19909,Tralkoxydim,3.0
DTXSID1037197,C9H15NO3S,217.07726,Captopril,3.0
DTXSID1037565,C17H19NO2,269.14158,Mepronil,3.0
DTXSID1037696,C10H14N2,162.1157,BTS 27271,3.0
DTXSID1040245,C12H19Cl3O8,396.0145507145,Sucralose,1.0
DTXSID1040295,C9H20N2O2,188.15248,Propamocarb,3.0
DTXSID1040372,C17H13ClFN3O,329.07312,Epoxiconazole (BAS 480F),3.0
DTXSID1040663,C52H98N16O13,1154.74993,Colistin,3.0
DTXSID1040742,C21H27FO6,394.17917,Triamcinolone,5.0
DTXSID1040792,C8H11NO3,169.07389,Pyridoxine,3.0
DTXSID1041051,C33H38N4O6,586.2791349756,Irinotecan,3.0
DTXSID1041390,C10H6ClNO2,207.00871,Quinoclamine (ACN),3.0
DTXSID1041681,C13H7Br2N3O6,458.87016,Bromofenoxim,3.0
DTXSID1041685,C10H8BrN3O,264.98507,Bromopyrazon (Brompyrazon),3.0
DTXSID1041845,C23H32N2OS,384.22353,Diafenthiuron,3.0
DTXSID1041978,C21H11ClF6N2O3,488.03624,Flufenoxuron,3.0
DTXSID1042077,C12H18N2O,206.14191,Isoproturon,5.0
DTXSID1042158,C10H13ClN2O2,228.06656,Metoxuron,3.0
DTXSID1042281,C9H8O3,164.04734,Phenylpyruvic acid,2.0
DTXSID1042364,C11H8ClNO2,221.02436,Quinmerac,3.0
DTXSID1042445,C10H19N5O,225.15896,Terbumeton,3.0
DTXSID1042574,C15H23N3O4S,341.14093,Sulpiride,3.0
DTXSID10433522,C20H21NO,291.16231,JWH-030,3.0
DTXSID1043833,C17H25NO3,291.18344,Levobunolol,3.0
DTXSID1043883,C15H24N2O2,264.18378,Tetracaine,3.0
DTXSID1044013,C31H41N5O5,563.31077,Dihydroergocornine,3.0
DTXSID1044146,C34H57N2O4,557.4318333223,Vecuronium,3.0
DTXSID1044196,C19H19ClN2,310.12368,Desloratadine,3.0
DTXSID1044229,C19H18N2O4S,370.09873,Parecoxib,3.0
DTXSID1044300,C22H30N2O5S2,466.1596135433,Spirapril,3.0
DTXSID1045089,C7H7NO4S,201.0095784499,Carzenide,3.0
DTXSID1045114,C14H14ClN3O4S2,387.01143,Benzylhydrochlorothiazide,2.0
DTXSID1045116,C22H24ClN5O2,425.1618527572,Domperidone,3.0
DTXSID1045166,C14H22N2O,234.17321,Lidocaine (Diocaine),3.0
DTXSID1045297,C21H45N3,339.3613484577,Hexetidine,3.0
DTXSID1045459,C22H29N3O6S,463.1777064111,Pivampicillin,3.0
DTXSID1045619,C19H22FN3O3,359.16452,Enrofloxacin,3.0
DTXSID1045663,C18H23NO,269.1779643634,Bifemelane,3.0
DTXSID1045950,C8H17NO2,159.12593,Pregabalin,4.0
DTXSID1046267,C16H13ClN2S,300.0487968695,Sulazepam,3.0
DTXSID1046390,C12H14N4O2S,278.08375,Sulfisomidine (Sulfamethin),3.0
DTXSID1046392,C7H8N4S,180.0469670148,Nicothiazone,3.0
DTXSID1046425,C7H9N3O3S,215.0364619062,Sulfacarbamide,3.0
DTXSID1046429,C26H33NO6,455.23079,Lacipidine,3.0
DTXSID1046556,C20H10Cl2F5N3O3,505.00194,Fluazuron,3.0
DTXSID1046714,C17H18F3N3O3,369.13003,Fleroxacin,3.0
DTXSID1046760,C19H23NO3,313.16779,Ethylmorphine,3.0
DTXSID1046764,C12H16N2,188.13135,AET / a-Ethyltryptamine (Etryptamine),3.0
DTXSID1046922,C23H31NO3,369.2303938632,Norgestimate,3.0
DTXSID1046928,C21H24F3N3S,407.1643,Trifluoperazine,3.0
DTXSID1047576,C10H12N2O,176.09496,Cotinine,3.0
DTXSID1047861,C13H16N2,200.13135,Tetryzoline,3.0
DTXSID1048336,C24H32N2O2,380.2463782802,Eprazinone,3.0
DTXSID1048415,C9H10Cl2N4,244.02825,Apraclonidine,3.0
DTXSID1048465,C17H25NO3,291.1834436718,Eucatropine,3.0
DTXSID1048544,C19H29NO5,351.20457,Dipivefrine,3.0
DTXSID1048627,C37H48N6O5S2,720.3127601471,Ritonavir,3.0
DTXSID1048629,C22H31N3O5,417.22637,Cilazapril,3.0
DTXSID1048831,C22H27NO2,337.20418,Amineptine,3.0
DTXSID1048835,C17H22N2S,286.1503694466,Thenalidine,3.0
DTXSID1048912,C19H22N2,278.1783,Premethadone (Methadone intermediate),3.0
DTXSID1049019,C16H17NO3,271.12084,Normorphine,3.0
DTXSID1049061,C17H22I3N3O8,776.85409,Iomeprol,3.0
DTXSID1057795,C9H14N4O3,226.10659,Nimorazole,3.0
DTXSID1057951,C15H18N4O7S,398.08962,Ethoxysulfuron,3.0
DTXSID1057959,C16H16N2O3,284.11609,"Metominostrobin, E- (SSF-126)",3.0
DTXSID1058000,C13H21NOSSi,267.11131,Silthiofam,3.0
DTXSID1058008,C14H17IN2O2,372.03347,Proquinazid,3.0
DTXSID1058056,C12H14BrCl2O4P,401.91901,Bromfenvinphos,3.0
DTXSID1058212,C33H25F3O4,542.17049,Flocoumafen,3.0
DTXSID1058216,C18H37NO,283.28751,Aldimorph,3.0
DTXSID1059521,C6H8ClN3O4S2,284.9644749366,Chloraminophenamide,3.0
DTXSID1063306,C15H14O3,242.09429,Guaiacol phenylacetate,3.0
DTXSID10670071,C17H8D5ClN4,313.11426,Alprazolam-d5,3.0
DTXSID10705392,C10H12FNO,181.09029,Flephedrone (4-FMC),3.0
DTXSID10862853,C21H27NO,309.209264491,Benproperine,3.0
DTXSID10868613,C23H31NO3,369.2303938632,Diprafenone,3.0
DTXSID10869549,C34H50N4O9S,690.3298499553,Dalfopristin,3.0
DTXSID10878474,C20H19NO5,353.12632,Chelidonine,3.0
DTXSID10883326,C13H18O7,286.10525,Salicin,2.0
DTXSID10891461,C15H14N2O3,270.1004423283,"trans-10,11-Dihydroxy-10,11-dihydrocarbazepine",3.0
DTXSID10894098,C10H14D3NO3,202.13967,Ecgonine methyl ester-d3,3.0
DTXSID10899765,C18H22N2,266.1783,DBZP / Dibenzylpiperazine,3.0
DTXSID20159387,C25H24FNO,373.18419,MAM-2201,3.0
DTXSID20162730,C22H36N2O5S,440.2344930047,Tirofiban,3.0
DTXSID20165185,C23H29N3O2,379.22598,Oxypertine,3.0
DTXSID20165786,C9H13N2O2,181.0977,Pyridostigmine,3.0
DTXSID20165903,C25H25NO,355.19361,JWH-007,3.0
DTXSID20167265,C19H21N3O,307.1684623144,Talastine,3.0
DTXSID20180010,C6H7F3N4OS,240.02927,Thiazafluron,3.0
DTXSID20183940,C19H19NO4,325.1314081027,Bulbocapnine,3.0
DTXSID20188177,C14H22N2O2,250.16813,3-Hydroxylidocaine,3.0
DTXSID20193342,C12H12N4,212.1062,Rabenzazole,3.0
DTXSID20197103,C10H10O5,210.0528234305,"3,4-Dimethoxyphenylglyoxylic acid",3.0
DTXSID20197764,C19H24N2,280.19395,Histapyrrodine,3.0
DTXSID20200328,C14H8Br2O4,397.8789345444,Dibromodihydroxybenzil,3.0
DTXSID20201178,C16H20BrN3,333.0840605602,Bromtripelennamin,3.0
DTXSID20202302,C30H44N2O10,592.2995956414,Hexobendine,3.0
DTXSID20203819,C11H14N2O4,238.0953569506,Nitro-propoxyacetanilide,3.0
DTXSID2020420,C12H11Cl2NO,255.02177,Propyzamide (Pronamide),3.0
DTXSID2020426,C6H4Cl2N2O2,205.96498,Dichloran,2.0
DTXSID20204568,C8H9NO2,151.06333,p-(Aminomethyl)benzoic acid (Aminomethylbenzoic acid),3.0
DTXSID2020636,C24H26FNO4,411.184586526,Fluvastatin,2.0
DTXSID20206401,C14H10O3,226.0629941859,Anthrarobin,3.0
DTXSID20206709,C21H27N,293.2143498687,Budipine,3.0
DTXSID2020713,C7H8ClN3O4S2,296.96447,Hydrochlorothiazide,2.0
DTXSID2021070,C11H8N2,168.06875,Norharman,6.0
DTXSID2021151,C12H10O,170.07316,2-Phenylphenol (Orthophenylphenol),2.0
DTXSID2021282,C8H15N3O7,265.0909998568,Streptozocin,3.0
DTXSID20216888,C9H17N5O,211.14331,Terbuthylazine-2-hydroxy (Terbutmenton-desethyl),3.0
DTXSID2022254,C9H21O2PS3,288.04413,Terbufos,3.0
DTXSID2022541,C19H15NO6,353.08994,Acenocoumarol,6.0
DTXSID2022543,C8H9NO,135.06841,Acetanilide,5.0
DTXSID2022549,C9H6I3NO3,556.7481720657,Acetrizoic acid,3.0
DTXSID2022593,C10H12N4OS,236.0731817647,Thioacetazone,3.0
DTXSID2022670,C29H33FO6,496.22612,Betamethasone benzoate,3.0
DTXSID2022678,C18H14F4N2O4S,430.0610404806,Bicalutamide,6.0
DTXSID2022701,C14H20N2O2,248.15248,Bunitrolol,3.0
DTXSID2022703,C18H28N2O,288.22016,Bupivacaine,3.0
DTXSID2022705,C29H41NO4,467.30356,Buprenorphine,6.0
DTXSID2022707,C21H31N5O2,385.24778,Buspirone,3.0
DTXSID2022709,C10H16N2O3,212.11609,Butabarbital (Secubarbital),3.0
DTXSID2022755,C16H17N9O5S3,511.0514769104,Cefmenoxime,3.0
DTXSID2022757,C20H20N6O7S4,584.0276299585,Cefodizime,3.0
DTXSID2022759,C25H27N9O8S2,645.1424,Cefoperazone,6.0
DTXSID2022830,C8H9NO5,199.04807,Clavulanic acid,3.0
DTXSID2022832,C21H26ClNO,343.17029,Clemastine,3.0
DTXSID2022836,C18H33ClN2O5S,424.17987,Clindamycin,6.0
DTXSID2022838,C14H22ClNO,255.1389920415,Clobutinol,3.0
DTXSID2022888,C24H34O5,402.2406241961,Dehydrocholic acid,4.0
DTXSID2022963,C24H30N2O2,378.23073,Doxapram,3.0
DTXSID2023018,C19H24N2S,312.16602,Profenamine,3.0
DTXSID2023060,C10H13FN5O7P,365.05366,Fludarabine phosphate,6.0
DTXSID2023062,C23H31FO6,422.21047,Fludrocortisone acetate,6.0
DTXSID2023068,C22H26F3N3OS,437.17487,Fluphenazine,3.0
DTXSID2023149,C12H13I3N2O3,613.8060212964,Iocetamic acid,3.0
DTXSID2023220,C26H27ClN2O,418.18119,Lofepramine,3.0
DTXSID2023278,C14H19N3S,261.12997,Methapyrilene,3.0
DTXSID2023309,C15H25NO3,267.18344,Metoprolol,3.0
DTXSID2023353,C27H34O3,406.25079,Nandrolone phenpropionate,3.0
DTXSID2023357,C25H32ClN5O2,469.22445,Nefazodone,3.0
DTXSID2023436,C11H16N4O4,268.11716,Pentostatin,3.0
DTXSID2023438,C19H26N2S,314.18167,Pergolide,3.0
DTXSID2023486,C18H21NO,267.16231,Pipradrol,3.0
DTXSID2023488,C17H18N2O5S,362.09364,Piretanide,3.0
DTXSID2023515,C19H29NO,287.22491,Procyclidine,3.0
DTXSID2023517,C17H20N2S,284.13472,Promazine,3.0
DTXSID2023565,C15H19N5,269.1640456431,Rizatriptan,3.0
DTXSID2023640,C21H25N,291.1986998049,Terbinafine,3.0
DTXSID2023642,C32H41NO2,471.31373,Terfenadine,3.0
DTXSID2023644,C19H24O3,300.17254,Testolactone,3.0
DTXSID2023648,C12H17N4OS,265.11231,Thiamine,3.0
DTXSID2023690,C16H20N4O3S,348.12561,Torasemide,6.0
DTXSID2023694,C9H11N,133.08915,Tranylcypromine,3.0
DTXSID2023723,C4H11NO3,121.07389,Trometamol (Tris),3.0
DTXSID20238808,C18H22INO3,427.06444,25I-NBOMe,3.0
DTXSID2024086,C9H22O4P2S4,383.98762,Ethion,3.0
DTXSID2024113,C10H15OPS2,246.03019,Fonofos (Dyfonate),3.0
DTXSID2024119,C14H21NO3,251.15214,Furmecyclox,3.0
DTXSID2024163,C9H10Cl2N2O2,248.01193,Linuron,3.0
DTXSID2024242,C15H20ClN3O,293.12949,Paclobutrazol,3.0
DTXSID2024662,C23H26N2O4,394.1892573334,Brucine,3.0
DTXSID2025688,C4H9NO,87.06841,Morpholine,3.0
DTXSID2025975,C10H16O,152.1201151327,Pulegon,3.0
DTXSID2026101,C6H2Cl4O,229.88598,"2,3,5,6-Tetrachlorophenol",2.0
DTXSID20278163,C12H15NO6,269.08994,"3,4,5-Trimethoxyhippuric acid",3.0
DTXSID20289698,C19H30O2,290.22458,Epiandrosterone,5.0
DTXSID2029872,C18H15Cl3N2O,380.0249962456,Econazole,3.0
DTXSID2032348,C23H15ClO3,374.07097,Chlorophacinone (Rozol),5.0
DTXSID2032390,C17H12Cl2N2O,330.03267,Fenarimol,3.0
DTXSID2032392,C18H16ClNO5,361.0717,Fenoxaprop-ethyl,3.0
DTXSID2032398,C12H6F2N2O2,248.03973,Fludioxonil,3.0
DTXSID2032500,C15H15ClF3N3O,345.08557,Triflumizol,3.0
DTXSID2032502,C17H19F3N6O6S,492.10389,Triflusulfuron-methyl,3.0
DTXSID2032552,C14H13F4N3O2S,363.06646,Flufenacet (Fluthiamide) (BAY FOE 5043),3.0
DTXSID2032556,C15H15ClFN3O3S2,403.02274,Fluthiacet-methyl,3.0
DTXSID2032558,C18H19NO4,313.13141,Kresoxim-methyl,3.0
DTXSID2032631,C14H18N2O4,278.12666,Oxadixyl,3.0
DTXSID2032637,C10H11N5O,217.09636,Pymetrozine,3.0
DTXSID2032639,C19H23ClN2O2S,378.11688,Pyridate,3.0
DTXSID2032683,C7H13O6P,224.04497,Mevinphos (Phosdrin),3.0
DTXSID2033314,C22H30Cl2N10,504.2032,Chlorhexidine,3.0
DTXSID2034465,C6H8ClN5O2S,249.00872,Clothianidin,3.0
DTXSID2034548,C15H17Cl2N3O,325.07487,Diniconazole(II),3.0
DTXSID2034590,C17H17N3OS,311.10923,Fenamidone,3.0
DTXSID2034627,C7H5Cl2FN2O3,253.96613,Fluroxypyr,4.0
DTXSID2034673,C14H14IN5O6S,506.97095,Iodosulfuron-methyl,3.0
DTXSID2034881,C15H8Cl2FNO,306.9967,Quinoxyfen,3.0
DTXSID2034962,C8H10ClN5O3S,291.01929,Thiamethoxam,3.0
DTXSID2037502,C20H23N3O2,337.17903,Bitertanol,3.0
DTXSID2037506,C12H15NO4,237.10011,"Carbofuran, - 3 hydroxy",3.0
DTXSID2037508,C10H13ClN2,196.07673,Chlordimeform,2.0
DTXSID2038443,C17H21NO4,303.14706,Cocaine,3.0
DTXSID2039336,C19H26O3,302.18819,Bioallethrin (Esbiothrin),3.0
DTXSID2040286,C11H21N5OS,271.14668,Methoprotryne,3.0
DTXSID2040363,C15H17Cl2N3O,325.07487,Diniconazole(I),3.0
DTXSID2040521,C41H72O9,708.51763,Ionomycin,6.0
DTXSID2040656,C6H11BrN2O2,222.00039,Bromisoval,2.0
DTXSID20407557,C7H12ClN5,201.07812,Desethylsebutylazine (Sebuthylazine-desethyl),3.0
DTXSID2041547,C10H13ClO,184.06549,6-Chlorothymol,2.0
DTXSID2041595,C7H16NO4PS2,273.025835957,Amidithion,3.0
DTXSID2041622,C20H30N2O5S,410.18754,Benfuracarb,3.0
DTXSID2041880,C10H16N4O3,240.12224,Dimetilan,3.0
DTXSID2041886,C11H13NO4,223.08446,Dioxacarb,3.0
DTXSID2041913,C14H15Cl2N3O2,327.05413,Etaconazole,3.0
DTXSID2041969,C15H7Cl2F3N2O2,373.98367,Fenazaflor,3.0
DTXSID2042220,C17H12ClFN2O,314.06222,Nuarimol,3.0
DTXSID2042355,C14H17N2O4PS,340.06466,Pyridafenthion,3.0
DTXSID2042359,C14H12Cl2N2O,294.03267,Pyrifenox,3.0
DTXSID2042482,C12H19N6OP,294.1358,Triamiphos,3.0
DTXSID2042488,C9H16ClN5,229.10942,Trietazine,3.0
DTXSID2043951,C15H15NO3,257.10519,Tolmetin,3.0
DTXSID2044000,C20H24N2S2,356.13809,Metitepine,3.0
DTXSID2044002,C15H21F3N2O2,318.15551,Fluvoxamine,3.0
DTXSID2044137,C17H20N2O2,284.1524778974,Tropisetrone,3.0
DTXSID2044345,C18H14BrCl2N5O2,480.97079,Chlorantraniliprole,3.0
DTXSID2045361,C19H22FN3O,327.17469,Azaperone,3.0
DTXSID2045365,C22H28F2O5,410.19048,Flumethasone (Flumetasone),5.0
DTXSID2045440,C31H48O2S2,516.3095722358,Probucol,3.0
DTXSID2045448,C18H18F3NO4,369.1187926708,Etofenamate,3.0
DTXSID2045498,C26H31Cl2N5O3,531.1803953128,Terconazole,3.0
DTXSID2045521,C18H24I3N3O9,806.8646583885,Ioversol,2.0
DTXSID2045606,C17H21NO3,287.15214,Galantamine,3.0
DTXSID2046094,C24H30O6,414.2042386908,Eplerenone,3.0
DTXSID2046096,C10H15NO,165.11536,Hordenine,3.0
DTXSID2046127,C23H26N2O3,378.19434,WIN-48098 (Pravadoline),3.0
DTXSID2046177,C19H22N2S,310.15037,Pecazine,3.0
DTXSID2046179,C11H12N4O3S,280.06301,Sulfalene,3.0
DTXSID2046200,C13H16N4O2,260.12733,Diaveridin,3.0
DTXSID2046202,C6H6N2O3,154.03784,Acipimox,3.0
DTXSID2046256,C10H11NO3,193.0738932252,Diacetamate,3.0
DTXSID2046464,C10H13NO2,179.0946286667,Phenprobamate,3.0
DTXSID2046624,C19H19N3O6,385.12739,Nilvadipine,2.0
DTXSID2046626,C20H24O3,312.17254,Trenbolone acetate,3.0
DTXSID2046701,C28H47NO4S,493.32258,Tiamulin,3.0
DTXSID2046759,C16H13ClN2O2,300.06656,Clobazam (Urbadan),3.0
DTXSID2046888,C16H21Cl2N3O2,357.1010823567,Bendamustine,3.0
DTXSID2046967,C8H18NO2,160.13375,Methacholine,3.0
DTXSID2046969,C21H26NO3,340.19127,Mepenzolate,3.0
DTXSID2047224,C22H30FO8P,472.16623,Betamethasone 21-phosphate,3.0
DTXSID2047430,C22H30FO8P,472.16623,Dexamethasone 21-phosphate,1.0
DTXSID2047434,C24H33FO6,436.22612,Fluorandrenolone,5.0
DTXSID20475892,C13H18N2O,218.14191,4-MeO-DMT / 4-Methoxy-DMT,6.0
DTXSID2048240,C27H36N2O5,468.26242,Ivabradine,3.0
DTXSID2048242,C20H27N3O6,405.1899856173,Imidapril,3.0
DTXSID2048290,C28H30N2O2,426.23073,Darifenacin,3.0
DTXSID2048321,C19H22FN3O3,359.16452,Grepafloxacin,3.0
DTXSID2048325,C19H28N2O4,348.2049073972,Roxatidine acetate,3.0
DTXSID2048327,C36H41N3O6,611.29954,Lercanidipine,3.0
DTXSID2048329,C20H21N5O6,427.14918,Pemetrexed,3.0
DTXSID2048402,C15H15N3O,253.121512123,Ethacridine,3.0
DTXSID2048452,C23H31NO2,353.2354792409,Proadifen,3.0
DTXSID2048664,C27H38O3,410.2821,Norethisterone enantate,3.0
DTXSID2048666,C22H32N2O2,356.24638,Dopexamine,3.0
DTXSID2048826,C10H8N4O4,248.054554774,Nitrefazole,3.0
DTXSID2057609,C13H20N4O2,264.15863,Pentifylline,3.0
DTXSID2057657,C14H20N2O,232.15756,Norfentanyl,3.0
DTXSID2057782,C11H12N4O2S,264.0681,Sulfaperin,3.0
DTXSID2057942,C15H18Cl2N2O2,328.07453,Fenoxanil,3.0
DTXSID2057994,C14H16N4OS2,320.07655,Ethaboxam,3.0
DTXSID2058122,C18H26O2,274.19328,Empenthrin,3.0
DTXSID2058128,C31H24O3,444.17254,Difenacoum,3.0
DTXSID2058172,C13H21O4PS,304.08982,Propaphos,3.0
DTXSID2058178,C15H19Cl2N3O,327.09052,Dichlobutrazol (Diclobutrazol),3.0
DTXSID2058203,C15H25N5,275.211,Ametoctradin,3.0
DTXSID2058205,C15H22ClNO2,283.13391,Propisochlor,3.0
DTXSID20583582,C14H8D3F3N2O2,299.09609,Flunixin-d3,3.0
DTXSID2059643,C9H10O4,182.0579088082,Syringaldehyde,3.0
DTXSID2061721,C17H14O3,266.0942943135,Benzarone,3.0
DTXSID20728951,C10H14FN,167.11103,3-FMA / 3-Fluoromethamphetamine (3-Fluoromethamfetamine),3.0
DTXSID20837618,C25H25NO,355.19361,JWH-122 7-methylnaphthyl isomer,3.0
DTXSID20858949,C17H21NO4,303.14706,Pseudococaine,3.0
DTXSID20873213,C18H23NO4,317.1627082303,Cocaethylene,3.0
DTXSID20883175,C9H13N5O4,255.0967539409,Ganciclovir,3.0
DTXSID20891437,C11H15NO,177.11536,4-MMC / 4-Methylmethcathinone (Mephedrone),3.0
DTXSID20894069,C20H26N2O,310.20451,Ibogaine,3.0
DTXSID20894201,C19H26O2,286.19328,Boldenone (Dehydrotestosterone),3.0
DTXSID2091540,C11H17NO2,195.12593,"2,5-DMA / Dimethoxyamphetamine (Dimethoxyamfetamine)",3.0
DTXSID30110025,C10H15NO2,181.11028,Oxilofrine,3.0
DTXSID30150188,C25H38O3,386.2821,HU-210,6.0
DTXSID30158821,C25H29NO2,375.21983,RCS-8 (BTM-8),3.0
DTXSID30159196,C20H36N6O,376.2950598151,Lauroguadine,3.0
DTXSID30159878,C19H31N7O4,421.2437525299,Mopidamol,3.0
DTXSID30164583,C10H13BrO,228.01498,Bromothymol (Vermella),3.0
DTXSID30170003,C14H23NO,221.17796,Tapentadol,6.0
DTXSID30174849,C13H21NO2,223.15723,"2C-P / 2,5-Dimethoxy-4-propylphenethylamine",3.0
DTXSID30178701,C22H30O4,358.21441,THCA-A / delta9-Tetrahydrocannabinol-2-carboxylic acid,3.0
DTXSID30180268,C15H10FN3O3,299.0706194081,N-Desmethylflunitrazepam (Flunitrazepam-M (nor)),3.0
DTXSID30180884,C6H8N2O2,140.0585775146,1-Methyl-4-imidazoleacetic acid,3.0
DTXSID30184387,C28H39FO5,474.27815,Ultralanum (Fluocortolone 21-Caproate),3.0
DTXSID30185278,C15H15FN4O,286.12299,Zolazepam,3.0
DTXSID30187156,C20H19FINO,435.04954,AM-694,3.0
DTXSID30191591,C11H16N2O,192.12626,4-MeOPP / 1-(4-Methoxyphenyl)piperazine,3.0
DTXSID30191697,C23H28F3N3OS,451.19052,Homofenazine,3.0
DTXSID30197533,C13H18N2O,218.1419132113,Fenoxazoline,3.0
DTXSID30198146,C16H26N2O3,294.19434,Proxymetacaine,3.0
DTXSID30199855,C17H14N2,246.1156984614,Ellipticine,6.0
DTXSID3020122,C10H12N3O3PS2,317.00577,Azinphos-methyl (Guthion),3.0
DTXSID3020207,C10H12N2O5,240.07462,Dinoseb (Subitex),3.0
DTXSID3020259,C20H33N3O4,379.24711,Celiprolol,3.0
DTXSID3020384,C22H29FO5,392.1999,Dexamethasone,6.0
DTXSID3020625,C23H36N2O2,372.27768,Finasteride,3.0
DTXSID3020627,C13H12F2N6O,306.10407,Fluconazole(I) (Diflucan),6.0
DTXSID3020910,C6H14O6S2,246.02318,Busulfan,6.0
DTXSID3020964,C6H5NO2,123.0320284115,Nitrobenzene,3.0
DTXSID3021069,C20H26O2,298.19328,Norethynodrel,2.0
DTXSID3021277,C6H8O2,112.05243,Sorbic acid,4.0
DTXSID3021358,C14H21N3O3S,311.13036,Tolazamide,3.0
DTXSID3021805,C17H19NO3,285.13649,Piperine,3.0
DTXSID30219623,C7H9N3O2,167.0694765539,PAS-hydrazide,3.0
DTXSID3022162,C7H3Br2NO,274.85814,Bromoxynil,3.0
DTXSID3022405,C14H12O3,228.0786442497,Oxybenzone,3.0
DTXSID3022586,C22H43N5O13,585.2857364986,Amikacin,3.0
DTXSID3022613,C17H19N3,265.1579,Antazoline,3.0
DTXSID3022615,C22H30N2,322.2409,Aprindine,3.0
DTXSID3022617,C8H13NO2,155.09463,Arecoline,3.0
DTXSID3022665,C8H12N2,136.1000483976,Betahistine,3.0
DTXSID3022667,C22H29FO5,392.1999,Betamethasone,5.0
DTXSID3022744,C7H16NO3,162.11302,L-Carnitine,3.0
DTXSID3022746,C16H24N2O3,292.17869,Carteolol,3.0
DTXSID30227804,C9H15NO2,169.11028,Dihyprylone,3.0
DTXSID3022794,C11H16ClN5,253.10942,Proguanil,3.0
DTXSID3022821,C26H28N2,368.22525,Cinnarizine,3.0
DTXSID3022825,C23H29ClFN3O4,465.1830623465,Cisapride,3.0
DTXSID3022871,C14H16ClN3O4S2,389.02708,Cyclothiazide,3.0
DTXSID3022908,C18H25NO,271.19361,DXM / Dextromethorphan (Methorphan),3.0
DTXSID3022950,C21H27NO,309.209264491,Difenidol,3.0
DTXSID3022952,C19H23NO,281.17796,Diphenylpyraline,3.0
DTXSID3022954,C19H20N2O3,324.1473925197,Ditazol,3.0
DTXSID3022958,C18H23NO3,301.16779,Dobutamine,3.0
DTXSID3023007,C12H17NO3,223.12084,Etamivan,3.0
DTXSID3023009,C24H29NO4,395.20966,Ethaverine,3.0
DTXSID3023059,C4H4FN3O,129.0338399721,Flucytosine,3.0
DTXSID3023180,C35H38Cl2N8O4,704.23931,Itraconazole,3.0
DTXSID3023213,C17H23NO,257.17796,Levorphanol,3.0
DTXSID3023217,C20H26N4O,338.2106614813,Lisuride,3.0
DTXSID3023261,C9H18N2O4,218.12666,Meprobamate,3.0
DTXSID3023265,C21H26N2OS2,386.14865,Mesoridazine,3.0
DTXSID3023340,C23H31NO7,433.21005,Mycophenolate mofetil,3.0
DTXSID3023342,C17H27NO4,309.19401,Nadolol,3.0
DTXSID3023344,C24H33NO3,383.24604,Naftidrofuryl,3.0
DTXSID3023348,C19H21NO3,311.15214,Nalorphine,3.0
DTXSID3023390,C21H23NO3,337.167793608,Olopatadine,3.0
DTXSID3023394,C23H29N3O,363.23106,Opipramol,3.0
DTXSID3023396,C18H23NO,269.17796,Orphenadrine,3.0
DTXSID3023425,C19H20FNO3,329.14272,Paroxetine,3.0
DTXSID3023427,C9H8N2O2,176.05858,Pemoline,3.0
DTXSID3023471,C15H21N3O2,275.16338,Physostigmine,3.0
DTXSID3023550,C28H27NO4S,473.16608,Raloxifene,4.0
DTXSID3023552,C27H36N2O4,452.2675076524,Repaglinide,6.0
DTXSID3023631,C20H28N2O5S,408.17189,Tamsulosin,6.0
DTXSID3023685,C14H11NO5,273.06372,Tolcapone,2.0
DTXSID3023689,C26H28ClNO,405.18594,Toremifene,3.0
DTXSID3023712,C14H18N4O3,290.13789,Trimethoprim,3.0
DTXSID3023718,C19H22N2,278.1783,Triprolidine,3.0
DTXSID3023899,C13H16F3N3O4,335.10929,Benfluralin,3.0
DTXSID30239169,C17H22N2O,270.17321,5-MeO-DALT / 5-methoxy DALT,3.0
DTXSID3024102,C13H22NO3PS,303.1058,Fenamiphos,3.0
DTXSID3024152,C17H17N3O3,311.12699,Imazaquin,3.0
DTXSID3024154,C13H13Cl2N3O3,329.0334,Iprodione (Glycophen),3.0
DTXSID3024235,C16H15F2N3Si,315.10033,Flusilazol,3.0
DTXSID3024239,C15H18Cl2N2O3,344.06945,Oxadiazon,3.0
DTXSID3024287,C15H19N3O3,289.14264,Imazethapyr,3.0
DTXSID3024318,C10H19N5S,241.13612,Terbutryn,3.0
DTXSID3025257,C13H12Cl2O4,302.01126,Ethacrynic acid,3.0
DTXSID3025706,C28H36O15,612.20542,Neohesperidin DHC,3.0
DTXSID3026691,C9H14O6,218.0790381804,Triacetin,1.0
